vr_id,vendor_id,vr_productcode,vr_minqty,vr_maxqty,vr_price,vr_partno,vr_deactivate_until,lastmodified,lastmodby
"2447","44","0021003621","1","",".0100","0021003621","","2025-04-10 11:47:00","1"
"2385","44","0021003811","1","",".0100","0021003811","","2025-04-10 11:47:00","1"
"2386","44","0021003821","1","",".0100","0021003821","","2025-04-10 11:47:00","1"
"2388","44","0021003911","1","",".0100","0021003911","","2025-04-10 11:47:00","1"
"2387","44","0021003921","1","",".0100","0021003921","","2025-04-10 11:47:00","1"
"2452","44","0021004211","1","",".0100","0021004211","","2025-04-10 11:47:00","1"
"2453","44","0021004221","1","",".0100","0021004221","","2025-04-10 11:47:00","1"
"2269","44","0021004511","1","",".0100","0021004511","","2025-04-10 11:47:00","1"
"2288","44","0021004521","1","",".0100","0021004521","","2025-04-10 11:47:00","1"
"2287","44","0021004611","1","",".0100","0021004611","","2025-04-10 11:47:00","1"
"2289","44","0021004621","1","",".0100","0021004621","","2025-04-10 11:47:00","1"
"2384","44","0021004711","1","",".0100","0021004711","","2025-04-10 11:47:00","1"
