Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Old Part #
A-01229,"KIT,TELESC.ELECT.LOCK,FAIL SAFE,U19",EA,872.0,436.0,,,,21-14670-02
A-01230,"KIT,TELESC.ELECT. LOCK,FAIL SECURE,U30",EA,858.0,429.0,,,,21-14670-03
A-01231,"KIT,TELESC,ELECT. LOCK,FAIL SAFE,U30",EA,858.0,429.0,,,,21-14670-04
A-01239,"GUIDE BLOCK,10"" BOTTOM RAIL",EA,42.0,21.0,,,,14-12283
A-01246,"KIT,SENSOR,FULL POWER,SINGLE,OPUS",EA,2437.0,1218.5,,,,
A-01247,"KIT,SENSOR,FULL POWER,SIM PAIR,OPUS",EA,4383.0,2191.5,,,,
A-01249,"HARNESS,MOTOR,OPUS,710",EA,60.0,30.0,,,,
A-01251,"BUMPER,COME ALONG BRACKET",EA,50.0,25.0,,,,14-12076
A-01253,"CLIP,RAIL,10"" BOTTOM RAIL,METAL",EA,34.0,17.0,,,,14-5529
A-01259,"SPACER,ROTARY DAMPER,SELF-CLOSING,2100",EA,40.0,20.0,,,,14-14313
A-01270,"CLIP,RAIL,4"" MUNTIN,.391 HOLE,METAL",EA,9.7,4.85,,,,
A-01271,"PARTS KIT,STACKED BOARDS,OPUS",EA,89.0,44.5,,,,
A-01274,"PULL SPRING,MACHINED,SELF-CLOSING",EA,1755.0,877.5,,,,14-14316
A-01275,"LEVER,PANIC LATCH",EA,33.0,16.5,,,,24-6119-01
A-01283,"BRKT,MTG,LEVELING,SELF-CLOSING,HOLD OPEN",EA,90.0,45.0,,,,14-14319
A-01285,"SWITCH PANEL,ROCKER - 2 WAY ASM",EA,39.0,19.5,,,,11-14398
A-01288,"BRKT,MTG,PULL SPRING,SELF-CLOSING,2100LH",EA,51.0,25.5,,,,14-14719
A-01290,"OPERATOR,SWING,WELDED,ENCODR,ROF,BFLD,LH",EA,1854.0,927.0,,,,
A-01291,"OPERATOR,SWING,WELDED,ENCODR,ROF,BFLD,RH",EA,1854.0,927.0,,,,
A-01292,"HARNESS, ACUSENSOR M",EA,23.0,11.5,,,,
A-01294,"PANIC CATCH ASM,BOTTOM HALF,.125 WALL",EA,159.0,79.5,,,,21-3468-99
A-01306,"KIT, ACUSENSOR M",EA,445.0,222.5,,,,
A-01307,"END CAP,CARRIER,ALL-GLASS,RH",EA,50.0,25.0,,,,14-5870-10
A-01308,"END CAP,CARRIER,ALL-GLASS,LH",EA,50.0,25.0,,,,14-5870-20
A-01326,"BRACKET,MOUNTING,U30,TELESCOPIC",EA,30.0,15.0,,,,14-14285
A-01345,"BOTTOM PIVOT,2100 TELESCOPIC,RH",EA,505.0,252.5,,,,12-10844
A-01346,"BOTTOM PIVOT,2100 TELESCOPIC,LH",EA,505.0,252.5,,,,12-10845
A-01349,"CARRIER,END CAP,JACKSON PADDLE,204",EA,34.0,17.0,,,,14-5977-00
A-01350,"CARRIER,END CAP,JACKSON PADDLE,313",EA,34.0,17.0,,,,14-5977-02
A-01361,"ASM,POWER SUPPLY,24 VDC,1/2 AMP",EA,55.0,27.5,,,,
A-01365,"ASM, MAGNET",EA,3.73,1.87,,,,
A-01366,"BLOCK,MOUNTING,MS LOCK,HURRICANE",EA,46.0,23.0,,,,14-10539
A-01371-01,"PARTS BAG,TRANSOM",EA,5.2,2.6,,,,
A-01371-02,"ADDITIONAL PARTS BAG,TRANSOM",EA,3.63,1.82,,,,
A-01377,"MODULE,BLUETOOTH,UG-A12 (w/ USB DONGLE)",EA,854.0,427.0,,,,
A-01381-10,"ASM,LATCH,RH,ICU",EA,278.0,139.0,,,,
A-01381-20,"ASM,LATCH,LH,ICU",EA,278.0,139.0,,,,
A-01382-10,"PARTS KIT,RH,2400M ICU",EA,350.0,175.0,,,,
A-01382-20,"PARTS KIT,LH,2400M ICU",EA,328.0,164.0,,,,
A-01382-21,"PARTS KIT,LH,2400M ICU,10"" BOTTOM RAIL",EA,385.0,192.5,,,,
A-01390,"ASM,PLATE,JAMB,POSITIVE LATCH",EA,33.0,16.5,,,,
A-01406,"TRACK AND PIVOT,OHC,1-9/16"" WEB",EA,692.0,346.0,,,,21-5106
A-01410,"TRACK AND PIVOT,OHC,1"" WEB",EA,429.0,214.5,,,,
A-01414,"KIT,MTG,SENSOR,BI-FOLD,FOLD-SIDE",EA,88.0,44.0,,,,A-00555
A-01416,"PARTS KIT,MEDIUM STILE,2100TELESCOPIC,RH",EA,643.0,321.5,,,,22-10846-40
A-01417,"PARTS KIT,MEDIUM STILE,2100TELESCOPIC,LH",EA,632.0,316.0,,,,22-10846-50
A-01418,"ASM,OPUS CONTROLLER,1175",EA,696.0,348.0,,,,
A-01419,"ASM,IDLER,VS-150 (Service part)",EA,82.0,41.0,,,,
A-01420,"ASM,OPUS CONTROLLER,1175,TELE",EA,769.0,384.5,,,,
A-01421-10,"ASM,2:1 REDUCER,RHFO/LHFS,TELESCOPIC",EA,330.0,165.0,,,,
A-01421-20,"ASM,2:1 REDUCER,LHFO/RHFS/BP,TELESCOPIC",EA,831.0,415.5,,,,
A-01422-10,"ASM,VS-150 BRACKET,RHFO/LHFS,TELE",EA,204.0,102.0,,,,
A-01422-20,"ASM,VS-150 BRACKET,LHFO/RHFS/BP,TELE",EA,204.0,102.0,,,,
A-01423,"KIT,RETROFIT,SLIDER,VS-150,WITH OPUS",EA,3193.0,1596.5,,,,
A-01423-01,"KIT,RETROFIT,SLIDER,VS-150,WITHOUT OPUS",EA,2812.0,1406.0,,,,
A-01424,"HARNESS KIT, 710,SINGLE w/o OPUS",EA,185.0,92.5,,,,
A-01425,"HARNESS KIT, 710,SIM PAIR, w/o OPUS",EA,280.0,140.0,,,,
A-01426,"HARNESS KIT,SWING,SIDELOAD,SGL,w/oOPUS",EA,401.0,200.5,,,,
A-01427,"HARNESS KIT,SWG,Sideload,SIMPAIR,w/oOPUS",EA,707.0,353.5,,,,
A-01428,"HARNESS KIT,SWG,BTM LOAD,SGL,w/oOPUS",EA,386.0,193.0,,,,
A-01429,"HARNESS KIT,SWG,BTM LOAD,SIMPAIR,w/oOPUS",EA,674.0,337.0,,,,
A-01432,"HARNESS KIT, SLIDER, w/o OPUS",EA,194.0,97.0,,,,
A-01433,"KIT,NET-HT",EA,451.0,225.5,,,,
A-01435-10,"BLOCK,F86 LOCK,RH,ASM",EA,70.0,35.0,,,,
A-01435-20,"""BLOCK,F86 LOCK,LH,ASM""",EA,70.0,35.0,,,,
A-01439,"ASM,PUSH ROD,BI-FOLD (CUSTOM/WELDED)",EA,245.0,122.5,,,,
A-01449,"""PARTS KIT,FO,1175,MED STILE,JAMB-TO-JAM",EA,85.0,42.5,,,,
A-01454,"KIT,RETROFIT,TELE,VS-150/OPUS",EA,4437.0,2218.5,,,,
A-01467,"ASM,ELECTRIC STRIKE,POS LATCH",EA,721.0,360.5,,,,
A-01468,"SENSOR, KIT, OPTEX I-ONEX T",EA,529.0,264.5,,,,
A-01469,"SENSOR, KIT, OPTEX X-ZONE T",EA,529.0,264.5,,,,
A-01470,"SENSOR, KIT, BEA IXIO MOTION",EA,529.0,264.5,,,,
A-01472,"KIT,MAGLOCK,BI-PART,MED STILE,CAN. TIRE",EA,716.0,358.0,,,,
A-01484,"BRACKET,MTG,SLIDE,SWING,NH,OPUS",EA,20.0,10.0,,,,
A-01485-10,"SPINDLE,ASM,SWING,NH,MEDIUM (5"")",EA,84.0,42.0,,,,
A-01485-20,"SPINDLE,ASM,SWING,NH,LONG (6"")",EA,80.0,40.0,,,,
A-01513,"KIT,END CAP,TRACK,SWING,NH,INSWING",EA,9.6,4.8,,,,
A-01518,"SENSOR,KIT,BEA,ULTIMO",EA,601.0,300.5,,,,
A-01540,"KIT,SPINDLE,SWING,NH,SHORT",EA,96.0,48.0,,,,
A-01540-10,"KIT,SPINDLE,SWING,NH,MEDIUM",EA,96.0,48.0,,,,
A-01540-20,"KIT,SPINDLE,SWING,NH,LONG",EA,96.0,48.0,,,,
A-01563,"KIT,REMOTE CONNECT",EA,416.0,208.0,,,,
A-01593,"KIT, NOSE CASTER AND HARDWARE, NAR",EA,125.0,62.5,,,,
A-01594,"KIT, NOSE CASTER AND HARDWARE, MED",EA,125.0,62.5,,,,
A-01595,"KIT, GT1175 BTM GUIDE AND HARDWARE",EA,203.0,101.5,,,,
A-60006,"DOOR-PULL,RECESSED,ICU,204",EA,229.0,114.5,,,,24-3438-01
A-60009,"COVER,BTM,TELE,FS,LH,204",EA,17.0,8.5,,,,14-11155-01
A-60010,"COVER,BTM,TELE,FS,RH,204",EA,17.0,8.5,,,,14-11156-01
A-60011,"HANDLE,D;W-MTG.HDW.,204",EA,254.0,127.0,,,,21-3754-01
A-60012,"BLOCK,PILLOW,MACHINED,204",EA,65.0,32.5,,,,14-5474-01 POWD
A-60014,"BRACKET,MTG,8000,HDR,W-O HOLES,204",EA,52.0,26.0,,,,14-12029-21
A-60021,"COME ALONG BRACKET;PAINTED,204",EA,67.0,33.5,,,,14-12077-01
A-60022,"COME ALONG,RH,204",EA,138.0,69.0,,,,12-12078-01
A-60023,"COME ALONG,LH,204",EA,138.0,69.0,,,,12-12079-01
A-60025,"ARMORED STRIKE W-TAB,204",EA,161.0,80.5,,,,22-10605-01
A-60026,"CART BAR;204,MACHINED (SVC Only)",EA,100.0,50.0,,,,14-11035-01
A-60133,"CARRIER END CAP,204",EA,34.0,17.0,,,,12-8463-01
A-60425,"ARM,OUTSWING,STD ASM,20,204",EA,193.0,96.5,,,,21-8848-41
A-60426,"ARM,OUTSWING,STD ASM,30IN,204",EA,382.0,191.0,,,,21-8848-51
A-60427,"ARM,OUTSWING,DBL EGRS ASM,20IN,204",EA,223.0,111.5,,,,21-8848-61
A-60428,"ARM,OUTSWING,DBL EGRS ASM,30IN,204",EA,554.0,277.0,,,,21-8848-71
A-60429,"HOUSING,PANIC LATCH,CU,DRILLED,CLR",EA,64.0,32.0,,,,14-6132-01
A-60431,"HOUSING,PANIC LATCH,OHC,DRILLED,CLR",EA,64.0,32.0,,,,14-6120-01
A-60435,"GUIDE TRACK,CU,LONG,204",EA,161.0,80.5,,,,21-5261-01
A-60446,"HINGE,BIFOLD,LH,204",EA,37.0,18.5,,,,24-8924-01
A-60458,"ASM,ARM,SPLINED,OHC,CLR",EA,204.0,102.0,,,,21-0907-01
A-60478,"ARM,OUTSWING,204",EA,146.0,73.0,,,,21-0711-01
A-60536,"GUIDE TRACK,CU,SHORT,CASTING,204",EA,76.0,38.0,,,,21-5260-01
A-60545,"ARM,INSWING,CU,NON PANIC,NH,204",EA,253.0,126.5,,,,21-0902-01
A-60639,"ASM,TRACK,CU,SHORT,204",EA,144.0,72.0,,,,21-0997-01
A-60643,"ASM,DOOR STOP,NON-PANIC,CLR",EA,96.0,48.0,,,,21-0741-01
A-60646,"ARM,WLDMNT,IN,0 TO 2 REV,RH.204",EA,185.0,92.5,,,,22-10328-11
A-60647,"ARM,WLDMNT,IN,2 TO 5-1/2 REV,RH,204",EA,185.0,92.5,,,,22-10328-21
A-60648,"ARM,WLDMNT,IN,5-1/2 TO 9-3/4 REV,RH,204",EA,211.0,105.5,,,,22-10328-31
A-60649,"ARM,WLDMNT,IN,9-3/4 TO 13 REV,RH,204",EA,201.0,100.5,,,,22-10328-41
A-60654,"ARM,WLDMNT,IN,0 TO 2 REV,LH,204",EA,185.0,92.5,,,,22-10327-11
A-60655,"ARM,WLDMNT,IN,2 TO 5-1/2 REV,LH,204",EA,185.0,92.5,,,,22-10327-21
A-60656,"ARM,WLDMNT,IN,5-1/2 TO 9-3/4 REV,LH,CLR",EA,195.0,97.5,,,,22-10327-31
A-60657,"ARM,WLDMNT,IN,9-3/4 TO 13 REV,LH,204",EA,201.0,100.5,,,,22-10327-41
A-60658,"INSWING ARM,0 TO 2 REV,RH,204",EA,240.0,120.0,,,,21-10329-51
A-60671,"INSWING ARM,2 TO 5-1/2 REV,RH,204",EA,240.0,120.0,,,,21-10329-61
A-60672,"INSWING ARM5-1/2 TO 9-3/4 REV,RH,204",EA,240.0,120.0,,,,21-10329-71
A-60673,"INSWING ARM,9-3/4 TO 13 REV,RH,204",EA,240.0,120.0,,,,21-10329-81
A-60675,"INSWING ARM,0 TO 2 REV,LH,204",EA,240.0,120.0,,,,21-10329-11
A-60676,"INSWING ARM,2 TO 5-1/2 REV,LH,204",EA,240.0,120.0,,,,21-10329-21
A-60677,"INSWING ARM,5-1/2 TO 9-3/4,LH,204",EA,240.0,120.0,,,,21-10329-31
A-60678,"INSWING ARM,9-3/4 TO 13 REV,LH,204",EA,240.0,120.0,,,,21-10329-41
A-60679,"PULL HANDLE,MACHINED,204",EA,42.0,21.0,,,,24-5473-01 POWD
A-60682,"BRACKET,END STOP,COME ALONG,204",EA,82.0,41.0,,,,14-12069-01
A-60720,"ARM,WLDMNT,IN,0 TO 3-1/4 REV,RH,204",EA,240.0,120.0,,,,22-3565-01
A-60722,"C.U.,INSWING ARM,0 TO 3-1/4 REV,RH,204",EA,167.0,83.5,,,,21-3567
A-60725,"ARM,WLDMNT,IN,0 TO 3-1/4 REV,LH,204",EA,240.0,120.0,,,,22-3566-01
A-60726,"ARM,INSWING,0 TO 3-1/4 REV,LH,204",EA,173.0,86.5,,,,21-3568-01
A-60731,"BASE PIVOT,C.U.,OUTSWING,204",EA,64.0,32.0,,,,22-1477-01
A-60732,"BASE PIVOT,C.U.,INSWING-OUTSWING,3.5,204",EA,64.0,32.0,,,,22-1478-01
A-60733,"BRACKET,END CAP,BTM LOAD,CU,204",EA,51.0,25.5,,,,24-9907-01
A-60738,"BASE PIVOT,C.U.,INSWING-OUTSWING,2.5,204",EA,71.0,35.5,,,,22-1479-01
A-60739,"END CAP,BIFOLD,204",EA,80.0,40.0,,,,24-8966-01
A-60740,"SHOE,ARM,204",EA,49.0,24.5,,,,14-8841-01
A-60741,"ARM,WELDMENT,INSWING,NABTESCO,LH,204",EA,240.0,120.0,,,,22-10534-01
A-60742,"ARM,WELDMENT,INSWING,NABTESCO,RH ,204",EA,240.0,120.0,,,,22-10533-01
A-60770,"ARM,OUTSWING,CU,20IN,204",EA,212.0,106.0,,,,21-10546-41
A-60771,"ARM,OUTSWING,CU,30IN.204",EA,382.0,191.0,,,,21-10546-51
A-60776,"ROD COVER,REINFORCMENT,204",EA,257.0,128.5,,,,14-11808-01
A-60777,"ARM,INSWING,ZERO REVEAL,204",EA,112.0,56.0,,,,21-0712-01
A-60778,"HOUSING,PANIC LATCH,1"" LENGTH,CLR",EA,34.0,17.0,,,,14-6147-01
A-60782,"ARM,WLDMNT,DBL EGRESS,OUTSWING,204",EA,128.0,64.0,,,,21-14423-01
A-60786,",ARM,OUTSWING,CU.,20IN,204,W-STOP",EA,240.0,120.0,,,,22-13992-41
A-60787,"ARM,OUTSWING,,C.U.,30IN,204,W-STOP",EA,412.0,206.0,,,,22-13992-51
A-60788,"ARM,SPLINED,OHC,CLR",EA,116.0,58.0,,,,24-0585-01
A-60792,"LOCK PLATE,BOLT,THRESHOLD,SINGLE,204",EA,58.0,29.0,,,,24-10230-01 POWD
A-60933,"LOCK,BOLT PLATE,THRSHLD,BI PART,204",EA,97.0,48.5,,,,24-10229 01 POWDER
A-60940,"CARRIER,END CAP,MACHINED 204",EA,34.0,17.0,,,,14-10783-01
A-60948,"COVER,TELE FS,RH,MED STILE,204",EA,35.0,17.5,,,,14-11242-01
A-60949,"COVER,TELE FS,LH,MED STILE,204",EA,35.0,17.5,,,,14-11243-01
A-60951,"END CAP,CARRIER,PIVOT,1.95"",204",EA,35.0,17.5,,,,14-10243-01
A-61000,"BASE PIVOT;F- GUARD;5-1/2,204",EA,24.0,12.0,,,,
A-61001,"BASE PIVOT;F-GUARD;5-1/2,204;W-PINS",EA,125.0,62.5,,,,22-1474-01
A-61095,"ARM KIT,OUTSWING,GT20,204",EA,392.0,196.0,,,,
A-61126,"CHANNEL,SNAP IN,HINGE STILE,204",EA,33.0,16.5,,,,24-0161-01
A-61163,"PLATE,BI-FOLD,HEADER CENTER;204",EA,115.0,57.5,,,,24-8977-01
A-61170,"PLATE, G86, LOCK,204",EA,65.0,32.5,,,,14-14074-01
A-61176,"FILLER CHANNEL;HINGE STILE;5-15/32,204",EA,34.0,17.0,,,,24-0160-01
A-61178,"STRIKE BASE ASSY,SIM PAIR,204",EA,267.0,133.5,,,,22-10773-01
A-61233,"STRIKE BASE,SIM PAIR,204",EA,134.0,67.0,,,,24-0156-01
A-61362,"ASM,CENTER PIVOT,BOTTOM LOAD,4-1/2"",204",EA,223.0,111.5,,,,21-1590
A-61363,"BASE,PIVOT,OHC,4-1/2,W/ PINS,204 (Ph)",EA,104.0,52.0,,,,22-1475-01
A-61364,"BASE,PIVOT,OHC,4-1/2,204 (Phantom)",EA,104.0,52.0,,,,22-1475-01
A-61379,"END CAP,BOTTOM LOAD,OHC,204",EA,37.0,18.5,,,,24-1523-01
A-61479,"ARM,ASM,SWING,NH,INSWING,0-6 REVEAL,204",EA,219.0,109.5,,,,
A-61480,"ARM,KIT,SWING,NH,OUTSWING,0-12 REV,204",EA,498.0,249.0,,,,
A-61481,"ARM,KIT,SWING,NH,INSWING,0 REVEAL,204",EA,498.0,249.0,,,,
A-61482,"ARM,KIT,SWING,NH,INSWING,0-6 REVEAL,204",EA,345.0,172.5,,,,
A-70006,"DOOR PULL,RECESSED,ICU,313",EA,217.0,108.5,,,,24-3438-02
A-70009,"COVER,BTM,TELE,FS,LH,313",EA,35.0,17.5,,,,14-11155-02
A-70010,"COVER,BTM,TELE,FS,RH,313",EA,35.0,17.5,,,,14-11156-02
A-70011,"HANDLE,D;W-MTG.HDW,,313",EA,257.0,128.5,,,,21-3754-02
A-70012,PILLOW BLOCK;MACHINED;313,EA,68.0,34.0,,,,14-5474-02 POWD
A-70014,"BRACKET,MTG,8000,HDR,W-O HOLES,313",EA,47.0,23.5,,,,14-12029-22
A-70021,"COME ALONG BRACKET;PAINTED,313",EA,67.0,33.5,,,,14-12077-02
A-70022,"COME ALONG,RH,313",EA,138.0,69.0,,,,12-12078-02
A-70023,"COME ALONG,LH,313",EA,138.0,69.0,,,,12-12079-02
A-70024,"ARMORED STRIKE,MACHINED,313",EA,118.0,59.0,,,,24-10603-02
A-70025,"ARMORED STRIKE W-TAB,313",EA,180.0,90.0,,,,22-10605-02
A-70026,"CART BAR;313,MACHINED",EA,100.0,50.0,,,,14-11035-02
A-70133,"CARRIER END CAP,313",EA,65.0,32.5,,,,12-8463-02
A-70411,"GUIDE,LOWER,SPINDLE,BIFOLD,313",EA,84.0,42.0,,,,21-8961-02
A-70419,"ASM,PANIC LATCH,CU,DBZ",EA,399.0,199.5,,,,11-0941-02
A-70425,ARM:OUTSWING:STD ASM:20:313,EA,240.0,120.0,,,,21-8848-42
A-70426,ARM:OUTSWING:STD ASM:30:313,EA,350.0,175.0,,,,21-8848-52
A-70427,ARM:OUTSWING:DBL EGRS ASM:20:313,EA,240.0,120.0,,,,21-8848-62
A-70428,ARM:OUTSWING:DBL EGRS ASM:30:313,EA,500.0,250.0,,,,21-8848-72
A-70429,"HOUSING,PANIC LATCH,CU,DRILLED,DBZ",EA,39.0,19.5,,,,14-6132-02
A-70430,"ASM,PANIC LATCH,OHC,DBZ",EA,388.0,194.0,,,,11-0930-02
A-70431,"HOUSING,PANIC LATCH,OHC,DRILLED,DBZ",EA,24.0,12.0,,,,14-6120-02
A-70435,"GUIDE TRACK,CU,LONG,313",EA,161.0,80.5,,,,21-5261-02
A-70440,"END CAP,CARRIER,LOCK RECIEVER,313",EA,39.0,19.5,,,,14-8630-02
A-70446,"HINGE,BIFOLD,LH,313",EA,35.0,17.5,,,,24-8924-02
A-70458,"ASM,ARM,SPLINED,OHC,DBZ",EA,204.0,102.0,,,,21-0907-02
A-70478,"ARM,OUTSWING,313",EA,146.0,73.0,,,,21-0711-02
A-70481,"ASM,TRACK,CU,LONG,313",EA,136.0,68.0,,,,21-0998-02
A-70482,"DOOR STOP,JACKSON PADDLE,313",EA,289.0,144.5,,,,14-5958-02
A-70491,"BRACKET,MOUNTING ,PANIC LATCH,313",EA,39.0,19.5,,,,12-1889-02
A-70519,"KIT,LATCH,5017-02+4570 HDL+HDW POS,313",EA,559.0,279.5,,,,14-13495-02
A-70536,"GUIDE TRACK,CU,SHORT,CASTING,313",EA,76.0,38.0,,,,21-5260-02
A-70545,"ARM,INSWING CU,NO PANIC,NH 313",EA,253.0,126.5,,,,21-0902-02
A-70560,"ASM,CENTER PIVOT,BOTTOM LOAD,5-1/2"",313",EA,300.0,150.0,,,,21-1594
A-70630,"ASM,COME ALONG,ICU,313",EA,104.0,52.0,,,,12-12070-02
A-70639,"ASM,TRACK,CU,SHORT,313",EA,146.0,73.0,,,,14-12439
A-70643,"ASM,DOOR STOP,NON-PANIC,DBZ",EA,96.0,48.0,,,,21-0741-02
A-70646,ARM:WELDMENT:INSWING:7-3/4:RH:313,EA,240.0,120.0,,,,22-10328-12
A-70647,ARM:WELDMENT:INSWING:11-1/2:RH:313,EA,240.0,120.0,,,,22-10328-22
A-70654,ARM:WELDMENT:INSWING:7-3/4:LH:313,EA,240.0,120.0,,,,22-10327-12
A-70655,ARM:WELDMENT:INSWING:11-7/2:LH:313,EA,240.0,120.0,,,,22-10327-22
A-70656,"ARM,WLDMNT,IN,5-1/2 TO 9-3/4 REV,LH,DBZ",EA,240.0,120.0,,,,22-10327-32
A-70658,"INSWING ARM,0 TO 2 REV,RH,313",EA,240.0,120.0,,,,21-10329-52
A-70671,INSWING ARM:11-1/2:RH:313,EA,240.0,120.0,,,,21-10329-62
A-70672,INSWING ARM:15-3/4:RH:313,EA,240.0,120.0,,,,21-10329-72
A-70675,INSWING ARM:7-3/4:LH:313,EA,240.0,120.0,,,,21-10329-12
A-70676,INSWING ARM:11-1/2:LH:313,EA,240.0,120.0,,,,21-10329-22
A-70677,INSWING ARM:15-3/4:LH:313,EA,240.0,120.0,,,,21-10329-32
A-70679,"PULL HANDLE,MACHINED,313",EA,42.0,21.0,,,,24-5473-02 POWD
A-70720,"ARM,WELDEMENT,INSWING,14-1/4,RH,313",EA,240.0,120.0,,,,22-3565-02
A-70722,"C.U.,INSWING,ARM,0 TO 3-1/4 REV,RH,313",EA,188.0,94.0,,,,21-3569
A-70725,"ARM,WELDMENT,INSWING,14-1/4,LH,313",EA,240.0,120.0,,,,22-3566-02
A-70726,"ARM,INSWING,0 TO 3-1/4 REV,LH,313",EA,167.0,83.5,,,,21-3570-02
A-70731,"BASE PIVOT,C.U.,OUTSWING,313",EA,80.0,40.0,,,,22-1477-02
A-70732,"BASE PIVOT,C.U.,INSWING-OUTSWING,3.5,313",EA,96.0,48.0,,,,
A-70733,"BRACKET,END CAP,BTM LOAD,CU,313",EA,51.0,25.5,,,,24-9907-02
A-70738,"BASE PIVOT,C.U.,INSWING-OUTSWING,2.5,313",EA,75.0,37.5,,,,22-1479-02
A-70739,"END CAP,BIFOLD,313",EA,80.0,40.0,,,,24-8966-02
A-70740,"SHOE,ARM,313",EA,55.0,27.5,,,,14-8841-02
A-70770,"ARM,OUTSWING,CU.20IN.313",EA,193.0,96.5,,,,21-10546-42
A-70771,"ARM,OUTSWING,CU,30IN.313",EA,382.0,191.0,,,,21-10546-52
A-70776,"ROD COVER,REINFORCMENT,313",EA,257.0,128.5,,,,14-11808-02
A-70777,"ARM,INSWING,ZERO REVEAL,313",EA,112.0,56.0,,,,21-0712-02
A-70778,"HOUSING,PANIC LATCH,1"" LENGTH,DBZ",EA,34.0,17.0,,,,14-6147-02
A-70782,"ARM,WLDMNT,DBL EGRESS,OUTSWING,313",EA,240.0,120.0,,,,21-14423-02
A-70786,"ARM,OUTSWING,CU.,20IN,313,W-STOP",EA,295.0,147.5,,,,22-13992-42
A-70787,"ARM,OUTSWING,CU.,30IN,313,W-STOP",EA,295.0,147.5,,,,22-13992-52
A-70788,"ARM,SPLINED,OHC,DBZ",EA,116.0,58.0,,,,24-0585-02
A-70951,"END CAP,CARRIER,PIVOT,1.95"",313",EA,35.0,17.5,,,,14-10243-02
A-71000,"BASE PIVOT;F- GUARD;5-1/2,313",EA,46.0,23.0,,,,
A-71001,"BASE PIVOT;F-GUARD;5-1/2'313,W-PINS",EA,136.0,68.0,,,,22-1474-02
A-71094,"ARM KIT,INSWING,GT20,313",EA,431.0,215.5,,,,
A-71126,"CHANNEL,SNAP IN,HINGE STILE,313",EA,33.0,16.5,,,,24-0161-02
A-71163,"PLATE,BI-FOLD,HEADER CENTER;313",EA,115.0,57.5,,,,24-8977-02
A-71164,"HEADER END PLATE - 313, LH",EA,51.0,25.5,,,,24-9447-02
A-71165,"HEADER END PLATE - 313, RH",EA,69.0,34.5,,,,24-9448-02
A-71170,"PLATE, G86, LOCK,313",EA,65.0,32.5,,,,14-14074-02
A-71178,"STRIKE BASE ASSY,SIM PAIR,313",EA,122.0,61.0,,,,22-10773-02
A-71233,"STRIKE BASE,SIM PAIR,313",EA,154.0,77.0,,,,24-0156-02
A-71362,"ASM,CENTER PIVOT,BOTTOM LOAD,4-1/2"",313",EA,223.0,111.5,,,,21-1591
A-71363,"BASE,PIVOT,OHC,4-1/2,W/ PINS,313 (Ph)",EA,108.0,54.0,,,,22-1475-02
A-71364,"BASE,PIVOT,OHC,4-1/2,313 (Phantom)",EA,108.0,54.0,,,,22-1475-02
A-71379,"END CAP,BOTTOM LOAD,OHC,313",EA,51.0,25.5,,,,24-1523-02
A-71480,"ARM,KIT,SWING,NH,OUTSWING,0-12 REV,313",EA,498.0,249.0,,,,
A-71481,"ARM,KIT,SWING,NH,INSWING,0 REVEAL,313",EA,498.0,249.0,,,,
A-71482,"ARM,KIT,SWING,NH,INSWING,0-6 REVEAL,313",EA,351.0,175.5,,,,
A-80133,"CARRIER END CAP,BLK",EA,36.0,18.0,,,,12-8463-04
A-80440,END CAP:CARRIER:LOCK RECIEVER:BLK,EA,39.0,19.5,,,,14-8630-04
A-80446,"HINGE,BIFOLD,LH,BLK",EA,38.0,19.0,,,,24-8924-04
A-80560,"ASM,CENTER PIVOT,BOTTOM LOAD,5-1/2"",BLK",EA,295.0,147.5,,,,21-1595
A-80740,"SHOE,ARM,BLK",EA,39.0,19.5,,,,14-8841-04
A-81000,"BASE PIVOT;F- GUARD;5-1/2,BLK,",EA,46.0,23.0,,,,
A-81001,"BASE PIVOT;F-GUARD;5-1/2'BLK,W-PINS",EA,132.0,66.0,,,,22-1474-04
A-81170,"PLATE, G86, LOCK, BLK",EA,65.0,32.5,,,,14-14074-04
A-81480,"ARM,KIT,SWING,NH,OUTSWING,0-12 REV,BLK",EA,498.0,249.0,,,,
A-81481,"ARM,KIT,SWING,NH,INSWING,0 REVEAL,BLK",EA,498.0,249.0,,,,
A-81482,"ARM,KIT,SWING,NH,INSWING,0-6 REVEAL,BLK",EA,354.0,177.0,,,,
A-81486,"END CAP,HEADER,SWING,NH,BLK",EA,24.0,12.0,,,,
A-81486-10,"END CAP,HEADER,SWING,NH,W/ HOLE,BLK",EA,25.0,12.5,,,,
A-81533,"END CAP,ASM,HEADER,SWING,NH,CONNECT",EA,485.0,242.5,,,,
M-00007,"BAR,RECT.,ALUM.,1/4 X 3/4,6061-T6",IN,1.47,0.74,,,,14-0929
M-00008,"SHEET,HDPE,48 X 96 X .125THK. NATURAL",SQ IN,4.94,2.47,,,,14-5856
M-00009,"BLOCK,SUPPORT,CENTER PIVOT",EA,50.0,25.0,,,,24-3541
M-00100,"BLOCK, 2100 GUIDE LOCK, ROD END",EA,24.0,12.0,,,,24-10774
M-00104,"COUPLING,SPYDER,1-5/64 OD",EA,19.0,9.5,,,,24-5188
M-00213,"ROD,THREADED,1/4-20,ZINC (SEE T-00577)",IN,0.95,0.48,,,,14-3539
