Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C02753.0001,SHEET STAINLESS #4 18 GA.4X8,SF,123.0,86.1,,,,
C02765.0001,SHEET MUNTZ #8 18 GA.4 X 8,SF,342.0,239.4,,,,
C02768.0001,SHEET STL CF 1018 GALV 16 4X10,SF,17.5,12.25,,,,
C02775.0001,SHEET304 SS 11 GA (.120)4X8,SF,134.0,93.8,,,,
C02776.0000,STEEL-GALVANIZE CF-11GA4X8,SF,49.3,34.51,,,,
C02778.000A,ALUM EXT-VERTICAL LOCK RAIL WS - CLEAR 294 IN,LF,159.0,111.3,,,,
C02778.000B,"ALUM 294"" ALUM EXT-VERTICAL LOCK RAIL WS BRONZE 290 IN",LF,154.0,107.8,,,,
C02779.000A,ALUM EXT-VERT INTERLOCK RAIL WS - CLEAR 294 IN,LF,159.0,111.3,,,,
C02779.000B,ALUM EXT-VERT INTERLOCK RAIL WS BRONZE 294 IN,LF,154.0,107.8,,,,
C02797.000A,ALUM 1 3/4 X 8 IN BOTTOM RAIL - CLEAR 291 IN,LF,64.9,45.43,,,,
C02797.000B,ALUM 1 3/4 X 8 IN BOTTOM RAIL BRONZE 291 IN,LF,89.1,62.37,,,,
C02798.0001,ALUM W75 ADAPTER FOR 8 & 10 BOT RL - MILL 288 IN,LF,8.0,5.6,,,,
C02799.0000,ALUM MUNTIN ADAPT FOR C2797/2966-1 - MILL 288 IN,LF,6.4,4.48,,,,
C02800.0000,SHEET STAINLESS 12GA 4X8,SF,95.2,66.64,,,,
C02801.000A,ALUM EXTRU-HORIZ RIAL CLEAR MET-DADE - CLEAR 288 IN,LF,36.6,25.62,,,,
C02801.000B,ALUM EXTRU-HORIZ RIAL BNZ MET-DADE BRONZE 288 IN,LF,36.6,25.62,,,,
C02802.0000,SHEET STAINLESS #4 10 GA 4X8,SF,101.0,70.7,,,,
C02810.0000,"STL PLATE - 3/16"" A36 HR 4'X8'",SF,63.6,44.52,,,,
C02811.000A,ACCYSO CLSR 2500/310,EA,137.0,95.9,,,,
C02823.000A,EXTRU ELEG CLAMP - CLEAR 288 IN,LF,9.6,6.72,,,,
C02836.0000,ALUM RETAINER FOR FINGER GUARD - MILL 288 IN,LF,8.0,5.6,,,,
C02841.001A,ALUM DOOR STOP - CLEAR 288 IN,LF,14.3,10.01,,,,
C02841.001B,ALUM DOOR STOP DRK BRONZE,LF,9.6,6.72,,,,
C02842.0000,ALUM EXTR S700 SWITCH CAM - MILL 288 IN,LF,11.2,7.84,,,,
C02847.0000,ALUM EXTR. LOCK BOLT RETAIN - MILL 288 IN,LF,12.8,8.96,,,,
C02850.000096,GRAY PLASTIC EXTRUSION FOR C02885 AND C02886 THRESHOLD - NORMALLY EA,,336.0,235.2,,,,
C02850.0001A,EXTRUSION ALUMINUM SNAP-IN FOR S2021 AND S2022 THRESHOLD CLEAR,LF,32.2,22.54,,,,
C02850.0001B,EXTRUSION ALUMINUM SNAP-IN FOR S2021 AND S2022 THRESHOLD BRONZE,LF,32.2,22.54,,,,
C02850.0002A,"EXTRUSION ALUMINUM SNAP-IN FOR S2000, S2001 AND S2003 THRESHOLD CL",LF,4.2,2.94,,,,
C02850.0002B,"EXTRUSION ALUMINUM SNAP-IN FOR S2000, S2001 AND S2003 THRESHOLD B LF",,4.2,2.94,,,,
C02859.0000,ALUM EXTRUSION BELT CLAMP - MILL 288 IN,LF,34.9,24.43,,,,
C02864.0000,GUIDE CAP RETAINER,EA,31.8,22.26,,,,
C02867.0000,"SUPPORTE-CHAIN ICU SELF CLS POLYVISION ""SX"" PANEL",EA,71.1,49.77,,,,
C02868.000A,ALUM EXTR UP BAR COVER LOW - CLEAR 288 IN,LF,25.4,17.78,,,,
C02868.000B,ALUM EXTR UP BAR COVER LOW - DARK BRONZE 288 IN,LF,25.4,17.78,,,,
C02869.000A,ALUM EXTR UP BAR COVER MID - CLEAR 288 IN,LF,9.6,6.72,,,,
C02869.000B,ALUM EXTR UP BAR COVER MID BRONZE 288 IN,LF,12.8,8.96,,,,
C02870.001A,ALUM EXTRU;TOP RAIL RAPIDSLIDE - CLEAR 288 IN,LF,39.7,27.79,,,,
C02871.002A,ALUM EXTRU;VERT RAIL RAPIDSLIDE - CLEAR 252 IN,LF,25.4,17.78,,,,
C02872.001A,ALUM EXTRU;BTM RAIL RAPIDSLIDE - CLEAR 288 IN,LF,60.2,42.14,,,,
C02873.0000,ALUM THRESHOLD - MILL 288 IN,LF,31.3,21.91,,,,
C02873.000096,ALUMINUM MILL FINISH 310 THRESHOLD COMMONLY USED IN RECESS OR OL,EA,147.0,102.9,,,,
C02873.0004,EXTRU: THRESHOLD SERIES 2021 & 2022 MILL,LF,15.2,10.64,,,,
C02873.000B96,ALUMINUM DARK BRONZE FINISH 310 THRESHOLD COMMONLY USED IN RECE,EA,178.0,124.6,,,,
C02876.000A,ALUM JAMB 1.75 IN X4.5 IN - CLEAR 291 IN,LF,47.6,33.32,,,,
C02876.000B,ALUM JAMB 1.75X4.5 DARK BRONZE 291 IN,LF,42.8,29.96,,,,
C02876.001A,TUBE; DOUBLE POCKET 1.75 IN X 4.5 IN JAMB S2021 / S2022 - CLEAR 291 IN,LF,28.6,20.02,,,,
C02876.001B,TUBE; DOUBLE POCKET 1.75 IN X 4.5 IN JAMB S2021 / S2022 - DARK BRONZE 2,LF,36.6,25.62,,,,
C02878.000A,ALUM WIDE DRUM POST GRD - CLEAR 288 IN,LF,47.6,33.32,,,,
C02878.000B,ALUM WIDE DRUM POST GRD DARK BRONZE 288 IN,LF,49.3,34.51,,,,
C02883.000A,ALUM BREAKOUT SUPPORT - CLEAR 288 IN,LF,123.0,86.1,,,,
C02883.000B,ALUM BREAKOUT SUPPORT BRONZE 288 IN,LF,126.0,88.2,,,,
C02884.001A,ALUM BREAKOUT TRACK - CLEAR 288 IN,LF,33.3,23.31,,,,
C02884.001B,ALUM BREAKOUT TRACK DARK BRONZE - 288 IN,LF,36.6,25.62,,,,
C02885.0000,ALUM EXTRU;THRESHOLD 310 TELE - MILL 288 IN,LF,68.0,47.6,,,,
C02885.000096,"ALUMINUM MILL FINISH 310 THRESHOLD FOR TELESCOPE APPLICATIONS 96""",EA,298.0,208.6,,,,
C02885.000B,ALUM EXTRU; THRESHOLD 310 TELE BRONZE 288 IN,LF,57.2,40.04,,,,
C02885.000B96,ALUMINUM DARK BRONZE FINISH 310 THRESHOLD FOR TELESCOPE APPLICATI,EA,373.0,261.1,,,,
C02886.0000,ALUM EXTRU;THRESHOLD 310 - MILL 288 IN,LF,25.1,17.57,,,,
C02886.0001,"ALUM EXTRU; THRESHOLD 310 MILL SERIES 2000, 2001 & 2003 - MILL 288 IN",LF,25.4,17.78,,,,
C02886.000B,ALUM EXTRUSION THRESHOLD 310 BRONZE 288 IN,LF,46.0,32.2,,,,
C02886.001B,"EXTRU; THRESHOLD 310 DARK BRONZE SERIES 2000, 2001 & 2003",LF,36.6,25.62,,,,
C02886.002A,"EXTRU; THRESHOLD 310 SERIES 2000, 2001 LEVEL E, - CLEAR ANNODIZED 288 I",LF,30.2,21.14,,,,
C02887.000A,"ALUM COV, SURFACE HEADER - CLEAR 288 IN",LF,60.2,42.14,,,,
C02887.000B,"ALUM COV, SURFACE HEADER - DARK BRONZE 288 IN",LF,61.8,43.26,,,,
C02888.000A,ALUM HOUSING COVER - CLEAR 288 IN,LF,8.0,5.6,,,,
C02888.000B,ALUM HUT 195 DARK BRONZE,LF,8.0,5.6,,,,
C02889.001A,ALUM EXTRU; 4 IN MUNTIN ONE PC - CLEAR 288 IN,LF,28.6,20.02,,,,
C02889.001B,"ALUM EXTRU;4"" MUNTIN ONE PC. BRONZE 288 IN",LF,54.0,37.8,,,,
C02890.0000,EXTRUSION CHANNEL 1/2 X 1 X .125 MILL 240 IN,LF,11.2,7.84,,,,
C02893.000A,ALUM TOP RAIL - CLEAR 288 IN,LF,101.0,70.7,,,,
C02893.000B,ALUM TOP RAIL - DARK BRONZE FINISH 288 IN,LF,28.6,20.02,,,,
C02894.000A,ALUM TOP RAIL - CLEAR FINISH 288 IN,LF,71.1,49.77,,,,
C02894.000B,ALUM HUT 210 - DARK BRONZE FINISH 288 IN,LF,25.4,17.78,,,,
C02902.000A,ALUM TUBE 2X6 - CLEAR 291 IN,LF,64.9,45.43,,,,
C02902.000B,ALUM TUBE 2X6 BRONZE 291 IN,LF,74.8,52.36,,,,
C02903.0RHA,LEVERDEADLOCK-A/R # 4550R-130 REHAND USING A/R'S INSTRUCTION,EA,788.0,551.6,,,,
C02906.0A21,ALUM EXTRU; SO PIVOT RAIL-NAR - CLEAR 258 IN,LF,27.0,18.9,,,,
C02906.0B21,"ALUM EXTRU;""SO"" PIVOT RAIL-NAR-BRONZE 258 IN",LF,31.8,22.26,,,,
C02907.000A,"ALUM EXT,MUNTIN 1 IN - CLEAR 291 IN",LF,22.3,15.61,,,,
C02907.000B,"ALUM EXT,MUNTIN 1 IN. BRONZE 291 IN",LF,11.2,7.84,,,,
C02908.000A,ALUM EXTRU;FACEPLATE- CLEAR 237 IN,LF,46.3,32.41,,,,
C02908.000B,ALUM EXTRU;FACEPLATE - DARK BRONZE 237 IN,LF,63.0,44.1,,,,
C02908.000C,EXTRUFACEPLATE-24' 6X6 BLK,LF,58.5,40.95,,,,
C02908.001A,ALUM EXTRU;FACEPLATE 252 IN WITH INTEGRAL - CLEAR 252 IN,LF,47.6,33.32,,,,
C02908.001B,ALUM EXTRU;FACEPLATE 21' W/INTEGRAL BRONZE 252 IN,LF,60.2,42.14,,,,
C02908.0A96,ALUM EXTRU; FACEPLATE - CLEAR 96 IN,EA,371.0,259.7,,,,
C02908.0B96,ALUM EXTRU; FACEPLATE - DARK BRONZE 96 IN,EA,504.0,352.8,,,,
C02909.000A,EXTRU; HDR BCKMBR W/INTEGRATED W.S.NOSING SWING DOOR - CLEAR 237,LF,56.0,39.2,,,,
C02909.000B,ALUM EXTRU;FACEPLATE - DARK BRONZE 237 IN,LF,70.2,49.14,,,,
C02909.000C,EXTRUHDR BCKMBR 24' 6X6 BLK,LF,68.0,47.6,,,,
C02909.001A,ALUM EXTRU;HDR BACKMBR WITH INTEGRAL - CLEAR 252 IN,LF,52.3,36.61,,,,
C02909.001B,ALUM EXTRU;HDR BACKMBR 21' W/INTGR BRONZE 252 IN,LF,64.9,45.43,,,,
C02909.0A96,EXTRU; HDR BCKMBR W/INTEGRATED W.S. NOISING SWING DOOR - CLEAR 96,EA,448.0,313.6,,,,
C02910.000A,ALUM HEADER BACKMEMBER - CLEAR 228 IN,LF,45.5,31.85,,,,
C02910.000B,ALUM HEADER BACKMEMBER - DARK BRONZE 228 IN,LF,56.0,39.2,,,,
C02910.000C,HEADER BACKMEMBER BLACK 228 IN,LF,57.0,39.9,,,,
C02911.000A,ALUM FACEPLATE - CLEAR 228 IN,LF,45.5,31.85,,,,
C02911.000B,ALUM FACEPLATE - DARK BRONZE 228 IN,LF,45.5,31.85,,,,
C02911.000C,FACEPLATE BLACK - 228 IN,LF,57.2,40.04,,,,
C02915.001A,ALUM EXTRU; SO PIVOT RAIL-MED - CLEAR 276 IN,LF,47.6,33.32,,,,
C02915.001B,"ALUM EXTRU;""SO"" PIVOT RAIL-MED-BRONZE 276 IN",LF,55.5,38.85,,,,
C02919.000A,COVER 8000 OPERATOR CLR,EA,118.0,82.6,,,,
C02920.001A,ALUM RAIL;TOP/BTTM RAIL-GRAND CORE - CLEAR 288 IN,LF,34.9,24.43,,,,
C02920.001B,ALUM RAIL;TOP/BTTM RAIL-GRAND CORE - DARK BRONZE 288 IN,LF,25.4,17.78,,,,
C02921.0000,ALUM EXTRU CHASSIS-8000 - MILL 291 IN,LF,20.7,14.49,,,,
C02924.000A,ALUM EXTR 4000 HDR - CLEAR 246 IN,LF,95.2,66.64,,,,
C02924.000B,ALUM EXTR 4000 HDR BRONZE 246 IN,LF,107.0,74.9,,,,
C02925.000A,ALUM EXTR COVER 4000 HDR - CLEAR 246 IN,LF,33.3,23.31,,,,
C02925.000B,ALUM EXTR COVER 4000 HDR BRONZE 246 IN,LF,38.1,26.67,,,,
C02926.000A,ALUM FACEPLATE EXTEND - BUY FROM TECNOGLASS ONLY - CLEAR 288 IN,LF,25.4,17.78,,,,
C02926.000B,ALUM FACEPLATE EXTEND BRONZE 288 IN,LF,28.6,20.02,,,,
C02926.001A,ALUM EXTRU;FACEPL W/EXT LWR LIP BUY FROM TECNOGLASS ONLY - CLEAR 2,LF,34.9,24.43,,,,
C02926.001B,ALUM EXTRU;FACEPL W/EXT LWR LIP BRONZE 288 IN,LF,39.7,27.79,,,,
C02927.000A,ALUM FACEPLATE ICU - CLEAR 288 IN,LF,12.8,8.96,,,,
C02927.000B,ALUM FACEPLATE ICU 24 FT BRONZE 288 IN,LF,15.9,11.13,,,,
C02928.000A,ALUM HDR ICU - CLEAR 294 IN,LF,46.0,32.2,,,,
C02928.0A19,ALUM EXTRU HEADER ICU - CLEAR 228 IN,LF,49.3,34.51,,,,
C02929.000A,ALUM TRACK HDR 7 CLEAR - 291 IN,LF,54.0,37.8,,,,
C02929.000B,ALUM TRACK HDR 7 DARK BRONZE - 291 IN,LF,68.2,47.74,,,,
C02930.000A,ALUM EXTR FACEPLATE SO - CLEAR 288 IN,LF,22.3,15.61,,,,
C02930.000B,ALUM EXTR FACEPLATE SO - DARK BRONZE 288 IN,LF,22.3,15.61,,,,
C02932.000A,ALUM RAIL VERT 15 DEGREE - CLEAR 288 IN,LF,20.7,14.49,,,,
C02932.000B,ALUM RAIL VERT 15 DEGREE- DARK BRONZE 288 IN,LF,20.7,14.49,,,,
C02934.000A,ALUM STOP GLASS REVOLVER - CLEAR 288 IN,LF,9.6,6.72,,,,
C02934.000B,ALUM STOP GLASS REVOLVER - DARK BRONZE 288 IN,LF,12.8,8.96,,,,
C02935.000A,ALUM RAIL VERT DRUM - CLEAR 291 IN,LF,27.0,18.9,,,,
C02935.000B,ALUM RAIL VERT DRUM - DARK BRONZE 291 IN,LF,28.6,20.02,,,,
C02938.000A,ALUM WX STRIP RETAIN 6063T5 CLEAR 288 IN,LF,6.4,4.48,,,,
C02938.000B,ALUM WX STRIP RETAIN 6063T5 - DARK BRONZE 288 IN,LF,8.0,5.6,,,,
C02939.000A,ALUM EXTRU BALL CATCH ARM - CLEAR 288 IN,LF,41.2,28.84,,,,
C02939.000B,ALUM EXTRU BALL CATCH ARM BRONZE 288 IN,LF,50.7,35.49,,,,
C02940.000A,ALUM EXTR NOSING ADPT REV - CLEAR 288 IN,LF,8.0,5.6,,,,
C02940.000B,ALUM EXTR NOSING ADPT REV - DARK BRONZE 288 IN,,9.6,6.72,,,,
C02941.000A,ALUM TUBE 1 5/8ODX.035WAL CLEAR 240 IN,,115.0,80.5,,,,
C02941.000B,ALUM TUBE 1 5/8ODX.035WAL BRONZE 240 IN,,113.0,79.1,,,,
C02944.0000,SHEET ALUM .063 MILL,,19.1,13.37,,,,
C02944.001A,ALUM SHT 4 X 8 .063 CLR,,874.0,611.8,,,,
C02944.001B,ALUM SHT 4 X 8 .063 DB,,46.0,32.2,,,,
C02945.0000,SHEET ALUM .125 X 48 X 120MIL,,20.7,14.49,,,,
C02945.0001,SHEET ALUM.125 X 4 X 8 MILL,,52.3,36.61,,,,
C02945.0005,SHEET ALUM.125 X 4 X 12 MIL,,43.8,30.66,,,,
C02945.001A,ALUM SHT 4 X 8 .125 CLR,,116.0,81.2,,,,
C02945.001B,ALUM SHT 4 X 8 .125 DB,,129.0,90.3,,,,
C02945.003A,ALUM SHT 5 X 12 .125 CLR,,64.9,45.43,,,,
C02945.005A,ALUM SHT 4 X 12 .125 CLR,,46.0,32.2,,,,
C02945.005B,SHEET ALUM 4 X 12 .125 DARK BRONZE,,61.8,43.26,,,,
C02946.0003,ALUM SHT.090X4X12 MILL,,25.4,17.78,,,,
C02946.003A,ALUM SHT 4 X 12 .090 CLR,,44.4,31.08,,,,
C02946.003B,ALUM SHT 4 X 12 .090 DB,,49.3,34.51,,,,
C02947.001A,SHEET ALUM .040 X 4 X 8 CLR,,23.8,16.66,,,,
C02948.000A,ALUM MUNTIN;GRAND CORE - CLEAR 288 IN,,15.9,11.13,,,,
C02948.000B,ALUM MUNTIN;GRAND CORE - DARK BRONZE 288 IN,,20.7,14.49,,,,
C02949.000A,ALUM JAMB;GRAND CORE 3W - CLEAR 288 IN,,31.8,22.26,,,,
C02949.000B,ALUM JAMB;GRAND CORE 3W - DARK BRONZE 288 IN,,41.2,28.84,,,,
C02950.000A,"ALUM NOSE RAIL,DRUM - CLEAR 288 IN",,47.6,33.32,,,,
C02950.000B,"ALUM NOSE RAIL,DRUM BRONZE 288 IN",,42.8,29.96,,,,
C02951.001A,ALUM NOSE RAIL DRUM S E - CLEAR 288 IN,,25.4,17.78,,,,
C02952.000A,ALUM RAIL BK DOOR HUT75 - CLEAR 258 IN,,23.8,16.66,,,,
C02952.000B,ALUM RAIL BK DOOR HUT75 DARK BRONZE 258 IN,,28.6,20.02,,,,
C02953.000A,ALUM RAIL BK PIVOT - CLEAR 288 IN,,27.0,18.9,,,,
C02953.000B,ALUM RAIL BK PIVOT DARK BRONZE 288 IN,,31.8,22.26,,,,
C02955.000A,ALUM WALL POST RD DRUM - CLEAR 288 IN,,49.3,34.51,,,,
C02955.000B,ALUM WALL POST RD DRUM DARK BRONZE 288 IN,,38.1,26.67,,,,
C02956.000A,ALUM BOTTOM RAIL RD DRUM - CLEAR 288 IN,,14.3,10.01,,,,
C02956.000B,ALUM BOTTOM RAIL RD DRUM BRONZE 288 IN,,17.5,12.25,,,,
C02957.000A,ALUM BOTTOM RAIL RD DRUM - CLEAR 288 IN,,15.9,11.13,,,,
C02957.000B,ALUM BOTTOM RAIL RD DRUM BRONZE 288 IN,,23.0,16.1,,,,
C02958.001A,ALUM 6063T1 HUT-55E - CLEAR 288 IN,,22.3,15.61,,,,
C02958.001B,ALUM 6063T1/T5 HUT-55E BRONZE 288 IN,,27.0,18.9,,,,
C02959.001A,ALUM CANODIZEPY CEILING SUPPORT RND REV - CLEAR 288 IN,,8.0,5.6,,,,
C02959.001B,ALUM CANOPY CEILING SUPPORT RND REV BRONZE 288 IN,,12.8,8.96,,,,
C02960.0001,ALUM-FILLER FINISH - MILL 288 IN,,9.6,6.72,,,,
C02961.000A,ALUM EXT 2X2X1/8 CHANNEL - CLEAR 288 IN,,22.3,15.61,,,,
C02961.000B,ALUM EXT 2X2X1/8 CHANNEL - DARK BRONZE 288 IN,,23.8,16.66,,,,
C02962.000A,ALUM EXT REVOLVER CANODIZEPY 4 IN - CLEAR 288 IN,,14.3,10.01,,,,
C02962.000B,ALUM EXT ROVOLVER CANOPY 4 IN BRONZE 288 IN,,20.7,14.49,,,,
C02963.000A,ALUM EXT FILLER BK/PIVOT - CLEAR 288 IN,,14.3,10.01,,,,
C02963.000B,ALUM EXT FILLER BK/PIVOT - DARK BRONZE 288 IN,,23.8,16.66,,,,
C02963.001A,ALUM EXTRU;BOTTOM FILLER-BKFLD - CLEAR 288 IN,,11.2,7.84,,,,C02966-1A
C02963.002A,ALUM EXTRU;TOP FILLER-BKFLD - CLEAR 288 IN,,8.0,5.6,,,,
C02965.000A,ALUM EXTR.FOR DOOR W/S - CLEAR 288 IN,,8.0,5.6,,,,
C02965.000B,ALUM EXTR.FOR DOOR W/S DARK - DARK BRONZE 288 IN,,8.0,5.6,,,,
C02966.003A,EXTRUSION.ALUMINUM.HORIZ,,43.3,30.31,,,,
C02966.003B,EXTRUSION.ALUMINUM.HORIZONTAL RAIL.BOTTOM RAIL.1.71 IN X 10 IN.192 I LF,,52.0,36.4,,,,
C02967.0003,EXTRU; BOTTOM RAIL 10 IN LEVEL E - MILL 192 IN,,93.4,65.38,,,,
C02967.003A,EXTRU; BOTTOM RAIL 10 IN LEVEL E - CLEAR ANODIZE D 192 IN,,102.0,71.4,,,,
C02971.000A,ALUM RAIL ALL GLS HUT 93 - CLEAR 288 IN,,57.2,40.04,,,,
C02971.000B,ALUM RAIL ALL GLS HUT 93 DARK BRONZE 288 IN,,54.0,37.8,,,,
C02971.001A,EXTRU; ELEG CLAMP BOTTOM RAIL 4-5/8 IN - CLEAR 288 IN,,64.9,45.43,,,,
C02971.001B,"EXTRU; ELEG CLAMP BTTM RAIL 4-5/8"" BRONZE 288 IN",,64.9,45.43,,,,
C02972.000A,ALUM RAIL ALL GLASS HUT 94 - CLEAR 288 IN,,49.3,34.51,,,,
C02972.000B,ALUM RAIL ALL GLASS HUT 94 DARK BRONZE - 288 IN,,60.2,42.14,,,,
C02972.002A,EXTRU; ELEG TOP RAIL - CLEAR 288 IN,,54.0,37.8,,,,
C02972.002B,EXTRU; ELEG TOP RAIL BRONZE 288 IN,,54.0,37.8,,,,
C02975.000A,ALUM END CAP ELG HUT 97 CLEAR 288 IN,,55.5,38.85,,,,
C02975.000B,ALUM END CAP ELG HUT 97 DARK BRONZE - 288 IN,,8.0,5.6,,,,
C02976.000A,ALUM END CAP ELG HUT 98 NG - CLEAR 288 IN,,8.0,5.6,,,,
C02976.000B,ALUM END CAP ELG HUT 97 NG BRONZE 288 IN,,9.6,6.72,,,,
C02978.000A,ALUM BOT RAIL CENTERED - CLEAR 288 IN,,55.5,38.85,,,,
C02978.000B,BOT RAIL CENTERED BRONZE 288 IN,,68.0,47.6,,,,
C02979.0001,NOSING-REVOLVER WING,,6.4,4.48,,,,
C02980.000A,ALUM END CAP REVOLVER - CLEAR 288 IN,,11.2,7.84,,,,
C02980.000B,ALUM END CAP REVOLVER - DARK BRONZE,,12.8,8.96,,,,
C02982.001A,ALUM NOSING VERT - CLEAR 288 IN,,11.2,7.84,,,,
C02982.001B,ALUM NOSING VERT. DARK BRONZE 288 IN,,12.8,8.96,,,,
C02983.001A,EXTRU ELEG CLAMP TOP & BTM RAIL 6-3/8 IN - CLEAR 288 IN,,69.9,48.93,,,,
C02983.001B,"EXTRU ELEG CLAMP TOP & BTM RAIL 6-3/8"" BRONZE 288 IN",,69.9,48.93,,,,
C02986.0001,ALUM SHT .188 X 4 X 12 MIL,,98.3,68.81,,,,
C02987.003A,ALUM EXTRU;CNTR B.O. PREVNTR - CLEAR 288 IN,,19.1,13.37,,,,
C02987.003B,ALUM EXTRU;CNTR B.O. PREVNTR-BRONZE 288 IN,,11.2,7.84,,,,
C02990.000A,ALUM EXTR. HORSEHAIR W/S CLEAR 288 IN,,11.2,7.84,,,,
C02990.000B,ALUM EXTR. HORSEHAIR W/S - DARK BRONZE 288 IN,,9.6,6.72,,,,
C02991.000A,ALUM EXTR. HORIZONTAL RAIL - CLEAR 288 IN,,64.9,45.43,,,,
C02991.000B,ALUM EXTR. HORIZONTAL RAIL DARK BRONZE - 288 IN,,68.0,47.6,,,,
C02994.000A,ALUM EXTR.1.5 GLASS STOP - CLEAR 288 IN,,4.8,3.36,,,,
C02994.000B,ALUM EXTR.1.5 GLASS STOP - DARK BRONZE 288 IN,,6.4,4.48,,,,
C03009.0000,S2001 HEADER SPLICE KIT,,1299.0,909.3,,,,
C03069.0000,S4000 VIBRATION ISOLATOR BUSHINGS-BOTTOM LOAD AND SIDE LOAD OPERA EA,,5.6,3.92,,,,
C03080.0014,ADAPTOR 60-14 TOOTH,,23.1,16.17,,,,
C03080.0048,ADAPTOR 60-48 TOOTH,,48.6,34.02,,,,
C03092.0000,BOLT 10-24 X 1/2 FHSCS,,1.7,1.19,,,,
C03093.0000,LOCKWASHER 1/2 INTERNAL,,3.3,2.31,,,,
C03144.0000,SCREW 10-24X3/4 SCS W/NYL,,15.9,11.13,,,,
C03145.000A,SCREW 10-24X7/8 FHMS PHILIPS CLR,,1.7,1.19,,,,
C03145.000C,SCREW/10-24X7/8 FHMSPHILIPS,,1.7,1.19,,,,
C03146.0000,SCREW5/16-18X3/8 SSS FPT,,1.7,1.19,,,,
C03147.0000,SCREW 10-24X 3/8 SSS SCUP,,1.7,1.19,,,,
C03150.0220,"CONTROL ASSY, COMMERCIAL SLIDE 220V CONFIGURATION",,804.0,562.8,,,,
C03150.0CON,CONVERSION KIT FOR C2150 OPERATORS TO C3150,,2318.0,1622.6,,,,
C03150.0SUG,RECEIVE UPDATED CONTROL WITH UPGRADED SOFTWARE RECEIVED,,1579.0,1105.3,,,,
C03150.1500,ASSEMBLY; SLIDE DOOR CONTROL W/VER. 15.04 SOFTWARE,,1809.0,1266.3,,,,C3150
C03150.2100,CONTROL.REWORKED.SLIDE.S2001,,353.0,247.1,,,,
C03150.3924,X-FORMER ASSEMBLY FOR C3150 CONTROL,,432.0,302.4,,,,C03150.3824
C03150.RSUG,RETURNED FOR SOFTWARE UPGRADE,,1579.0,1105.3,,,,
C03150.T220,TRANSFORMER ASSEMBLY C3150 220V APPLICATION,,495.0,346.5,,,,
C03156.0000,ASSEMBLY; AMPLIFIER & E6302 OPTEX BEAM CABLE,,215.0,150.5,,,,
C03183.0000,PLATE.CABLE CLAMP.HEADER MOUNTED.STEEL.1018.ZINC PLATED,,99.6,69.72,,,,
C03183.0001,HARDWARE.PLATE.CABLE CLAMP.FLOATING.STEEL.1018.ZINC PLATED,,97.4,68.18,,,,
C03184.0002,S2003T DRIVE BRACKET 310 UNITS,,221.0,154.7,,,,
C03184.0004,S2003T DRIVE BRACKET 110 UNITS,EA,242.0,169.4,,,,
C03185.0000,CABLE CLAMP FIXED,EA,183.0,128.1,,,,
C03187.0001,CONNECTORDOOR TO BELT-2003T,EA,207.0,144.9,,,,
C03188.001A,SHIELDPULLEY CLEAR (AL. SHEET .040),EA,27.0,18.9,,,,
C03190.002A,ASSYPOS LATCH-ICU BIPARTS,EA,617.0,431.9,,,,
C03191.0001,"SPRING, COMPRESSION ZINC PLATED 1/4"" OD",EA,9.6,6.72,,,,
C03192.0001,HANDLE ASSY,EA,129.0,90.3,,,,
C03192.0002,HANDLE-POSITIVE LATCH-MODIFIED,EA,95.2,66.64,,,,
C03193.0000,HANDLE STAINLESS STEEL AUSTIN HARDWARE #71,EA,55.7,38.99,,,,
C03193.0002,"PULL HANDLE; ALUM CLR 6"" CTC 3/4"" ROUND MMC # 1435A41",EA,134.0,93.8,,,,
C03193.0004,"BARN DOOR HANDLE 14"" O.A ROCKWOOD P/N RM3301 US32D CTC 12""",EA,1005.0,703.5,,,,
C03194.0001,CAM,EA,90.9,63.63,,,,
C03196.0002,ASSYPOS LATCH CABLE-STD ICU,EA,452.0,316.4,,,,
C03197.0002,ASSYPOSITIVE LATCH PIN-ICU,EA,89.1,62.37,,,,
C03198.0000,BOLT LATCH POSITIVE ICU - TUFRAM,EA,99.8,69.86,,,,
C03212.048A,"FILLER PLATE 2003T 48""",EA,119.0,83.3,,,,
C03212.048B,"FILLER PLATE 2003T 48"" BRZ",EA,82.2,57.54,,,,
C03212.060A,"FILLER PLATE 2003T 60"" CLR",EA,130.0,91.0,,,,
C03212.060B,"FILLER PLATE 2003T 60"" BRZ",EA,119.0,83.3,,,,
C03212.096A,FILLER PLATE.2003T.OVERSIZE BI-PART.96.CLEAR,EA,130.0,91.0,,,,
C03212.096B,FILLET PLATE.2003T.OVERSIZE BI-PART.96.BRONZE,EA,130.0,91.0,,,,
C03213.0000,WIRE ROPE TERMINAL CARLTON BATES P/N MS20664C3,EA,33.3,23.31,,,,
C03215.0000,"SHEET LEAD 4X8X1/16"" SEALED",SF,397.0,277.9,,,,
C03215.0001,"SHEET LEAD 5X8X1/16"" SEALED",SF,397.0,277.9,,,,
C03218.0000,HARDWARE.BRACKET.SOFT CLOSE.CATCH.10 GA.STEEL.GALVANIZED (GL. SHEE EA,,27.0,18.9,,,,
C03231.0000,BOLT-3/8-16 X 3/4 HHMB,EA,1.7,1.19,,,,
