Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Catalog Page
10SSII,"Door mounted safety sensor utilizing distance measuring active infrared technology. Safety while door is in motion. 1 Master,1 Slave per 34 1/2 inch use for 36""",EACH,,,Switches & Miscellaneous Items,,Call for price,66
10SSIII,"Door mounted safety sensor utilizing distance measuring active infrared technology. . 1 Master + 2 Slaves, overall length, 34.50 inches endcap to endcap.",EACH,,,Switches & Miscellaneous Items,,Call for price,66
10QUADSCANI,"Door Mounted Presence Sensor. Fully monitored, standalone, door-mounted sensing system. Includes one QuadScan module.",EACH,,,Switches & Miscellaneous Items,,Call for price,66
10QUADSCANII,"Door Mounted Presence Sensor. Fully monitored, standalone, door-mounted sensing system. Includes two QuadScan modules.",EACH,,,Switches & Miscellaneous Items,,Call for price,66
S-TS,I B 36 36 inch door safety sensor with 1 TS-beam (BLACK),EACH,,,Switches & Miscellaneous Items,,Call for price,67
S-US,I B 36 36 inch door Safety sensor with 1 US-beam,EACH,,,Switches & Miscellaneous Items,,Call for price,67
DH100,"MsSedco Sliding Sensor, Safety & activation sensor. One combined sensor for both motion and presence detection. Infrared technology.",EACH,,,Switches & Miscellaneous Items,,Call for price,68
DH94D,MsSedco Automatic Sliding Door Approach & Safety Control,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-H,MsSedco. 4 1/2 inch Round Push Plate Switch. Blue Powder Coat with White Paint Filled Legend. WHEELCHAIR/PRESS TO OPERATE DOOR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-HSS,MsSedco. 4 1/2 inch Round Push Plate Switch. Stainless Steel with Blue Paint Filled Legend. WHEELCHAIR/PRESS TO OPERATE DOOR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-P,MsSedco. 4 1/2 inch Round Push Plate Switch. Stainless Steel with Black Paint Filled Legend. PRESS TO OPERATE DOOR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-W,MsSedco. 4 1/2 inch Round Push Plate Switch. Blue Powder Coat with White Wheelchair,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-WSS,MsSedco. 4 1/2 inch Round Push Plate Switch. Stainless Steel with Blue Wheelchair,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R4-PLAIN,MsSedco. 4 1/2 inch Round Push Plate Switch. Stainless Steel with no legend,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-HSS,"MsSedco 6"" round stainless steel face plate - WHEELCHAIR/PRESS TO OPERATE DOOR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-P,"MsSedco 6"" stainless steel face plate - PRESS TO OPERATE DOOR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-W,"MsSedco 6"" blue face plate - WHEELCHAIR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-WSS,"MsSedco 6"" stainless steel face plate - WHEELCHAIR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-PLAIN,"MsSedco 6"" stainless steel face plate - NO LEGEND",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59R6-H,"MsSedco 6"" round blue face plate - WHEELCHAIR/PRESS TO OPERATE DOOR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-H,MsSedco. 4 1/2 inch Square Stainless Steel Switch; Blue Face Plate WHEELCHAIR/PRESS TO OPERATE DOOR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-HSS,"MsSedco Push plate, 4.5x4.5. Stainless steel construction with momentary contacts. Other markings, colors and shapes available.",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-P,MsSedco. 4 1/2 inch Square Stainless Steel Plate PRESS TO OPERATE DOOR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-W,MsSedco. 4 1/2 inch Square Stainless Steel Switch; Blue Powder Coat with White Paint Filled Legend. WHEELCHAIR,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-WSS,"MsSedco, Door activation switch, stainless steel face plate WHEELCHAIR",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-PLAIN,MsSedco. 4 1/2 inch Square Stainless Steel Plate with no legend.,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59-E-R,MsSedco. 4 1/2 inch Red Face Plate PUSH TO EXIT.,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-H,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Blue Powder Coat w/White Paint Filled Legend.,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-HSS,"MsSedco Push plate, 1.68x4.5. Stainless steel construction with momentary contacts. Other markings and colors available (previously 619-HSS)",EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-P,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Stainless Steel w/Black Paint Filled Legend.,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-W,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Blue Powder Coat w/White Paint Filled Legend,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-WSS,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Stainless Steel with Blue Paint Filled Legend,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-PLAIN,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Stainless Steel with No Legend,EACH,,,Switches & Miscellaneous Items,,Call for price,68
59J-E-R,MSSedco 59J Series Jamb Style Push Plate Switch. 1 11/16-in x 4 1/2-in formed stainless steel back plate. Red Face Plate PUSH TO EXIT,EACH,,,Switches & Miscellaneous Items,,Call for price,68
216,"MsSedco Touchless Push Plate, Hands free activation. Fits into single and double boxes. Infrared technologies that is adjustable from 6 to 30 inches.",EACH,,,Switches & Miscellaneous Items,,Call for price,68
216-IR,"Touchless Switch, IR Switch & 4 1/2 inch Square Face Plate (Fits single and 2-Gang Junction Boxes)",EACH,,,Switches & Miscellaneous Items,,Call for price,68
216-L,Infrared Touchless Door Activator Switch. Face Plate Size: 2 3MsSedco Infrared Touchless Door Activator Switch. Face Plate Size: 2 3/4-in W x 4 1/2-in H,EACH,,,Switches & Miscellaneous Items,,Call for price,68
OS-12C,Optex photo electric safety beam controller (module only) Beams sold separately.,EACH,,,Switches & Miscellaneous Items,,Call for price,69
SH-7MC,"Optex cable and beam set (23 feet, 7m)",EACH,,,Switches & Miscellaneous Items,,Call for price,69
SH-10MC,Optex cable and beam set (33 feet -10mm),EACH,,,Switches & Miscellaneous Items,,Call for price,69
