Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Catalog Page
MA50100-18,"Condor w/ SmrtHrn AMD II, Condor Universal Slide Control, w/ AMD II Smart Harness",EACH,,502.0,Switches & Miscellaneous Items,,,17
R529712,"AMD II Slide MGB, Belt drive slide motor / gearbox, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,17
04-20-735251,"AMD I & II, Unislide Toothbelt (LL5M15). Price per inch",EACH,,0.75,Switches & Miscellaneous Items,,,17
MA50200-C25,"Condor 2 Slide Combo, Control & MGB, Besam PG4000, REV A",EACH,,1089.0,Switches & Miscellaneous Items,,,17
MA50200-C25E,"Condor 2 Slide Combo, Control & MGB, w/ Fail Safe Elock, Besam PG4000 REV A",EACH,,1375.0,Switches & Miscellaneous Items,,,17
MA50200-C25U,"Condor 2 Slide Combo, Control & MGB, w/ Fail Secure Elock, Besam PG4000 , REV A",EACH,,1375.0,Switches & Miscellaneous Items,,,17
MA50100-M25,"Condor Slide MGB, Besam PG4000, REV A",EACH,,644.0,Switches & Miscellaneous Items,,,17
MA50100-M25E,"Condor Slide MGB wi/Fail Safe ELock, Besam PG4000, REV A",EACH,,930.0,Switches & Miscellaneous Items,,,17
MA50100-M25U,"Condor Slide MGB wi/Fail Secure ELock, Besam PG4000, REV A",EACH,,930.0,Switches & Miscellaneous Items,,,17
L8MX,"Belt, Besam C Series, PG4000 & DOM 96K I&II & AstroSlide. (aka DSB01). Price per inch.",FEET,,0.72,Switches & Miscellaneous Items,,,17
H075-NG,"Stanley DuraGlide, GyroTech 1100, Besam A&B / PG3000 & Horton BELT, PRICE PER INCH",EACH,,0.88,Switches & Miscellaneous Items,,,17
MA506-LS01,"Condor Universal Swing Control, Low Energy, includes harnesses for Besam Swing Master - SINGLE w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,18
MA506-LP01,"Condor Universal Swing Control, Low Energy, includes harnesses for Besam Swing Master - PAIR w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,18
MA506-HS01,"Condor Universal Swing Control, High Energy, includes harnesses for Besam Swing Master - SINGLE w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,18
MA506-HP01,"Condor Universal Swing Control, High Energy, includes harnesses for Besam Swing Master - PAIR w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,18
MA506-WS01,"Condor Swing Control Harness, Besam Swing Master - SINGLE w/switches.",EACH,,20.6,Switches & Miscellaneous Items,,,18
MA506-WP01,"Condor Swing Control Harness, Besam Swing Master - PAIR w/switches.",EACH,,33.3,Switches & Miscellaneous Items,,,18
MA506-LS02,"Condor Univsl Swg Cntrl, LE, includes retrofit motor MA77750 & harnesses for Besam Swg Mstr or MP - SINGLE Eliminates switch box, enables PG&PB. Not 400 Series",EACH,,732.0,Switches & Miscellaneous Items,,,18
MA506-LP02,"Condor Univ Swg Cntrl, LE,includes 2 retrofit motors MA77750 & harnesses for Besam Swg Master or MP - PAIR Eliminates switch box, enables P&G &PB.Not 400 Series",EACH,,975.0,Switches & Miscellaneous Items,,,18
MA506-HS02,"Condor Universal Swing Cntrl, HE, includes retrofit motor MA77750 & harnesses for Besam Swg Mstr or MP - SINGLE Eliminates switch box, enables PB.Not 400 Series",EACH,,732.0,Switches & Miscellaneous Items,,,18
MA506-HP02,"Condor Universal Swg Cntrl, HE, includes 2 retrofit motors MA77750 & harnesses for Besam Swg Mstr or MP-PAIR Eliminates switch box, enables PB.Not 400 Series",EACH,,975.0,Switches & Miscellaneous Items,,,18
MA506-WS02,"Condor Swing Control Harness, Besam Swing Master and MP - SINGLE, used w/retrofit motor (MA77750). ** MOTOR SOLD SEPARATELY **",EACH,,40.0,Switches & Miscellaneous Items,,,18
MA506-WP02,"Condor Swing Control Harness, Besam Swing Master and MP - PAIR, used w/retrofit motor (MA77750). ** MOTORS SOLD SEPARATELY **",EACH,,57.0,Switches & Miscellaneous Items,,,18
R30-15-010,"SwingMaster Cntl - Sngl, 115Vac single swing control with an open housing w/o closing speedpotentiometer, Rebuilt CORE DUE",EACH,,159.0,Switches & Miscellaneous Items,,Core charge due,18
R30-15-010P,"SwingMaster Cntl - Sngl, 115Vac single swing control with a open housing. Includes closing potentiometer retro-fit, Rebuilt CORE DUE",EACH,,174.0,Switches & Miscellaneous Items,,Core charge due,18
R30-15-011,"SwingMaster Cntl - Dual, 115Vac dual swing control with a open housing w/o closing speedpotentiometers, Rebuilt CORE DUE",EACH,,217.0,Switches & Miscellaneous Items,,Core charge due,18
R30-15-011P,"SwingMaster Cntl - Dual, 115Vac dual swing control with a open housing. Includes two closing potentiometers retro-fit, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,18
SM300-RH,"SwingMaster MGB - RH, w/o extension, w/o clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM300-LH,"SwingMaster MGB - LH, w/o extension, w/o clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM305-RH,"SwingMaster MGB - RH, w/o extension, w/o clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM305-LH,"SwingMaster MGB - LH, w/o extension, w/o clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM350-RH,"SwingMaster MGB - RH, w/ extension, w/o clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM350-LH,"SwingMaster MGB - LH, w/ extension, w/o clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM355-RH,"SwingMaster MGB - RH, w/ extension, w/o clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM355-LH,"SwingMaster MGB - LH, w/ extension, w/o clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM400-RH,"SwingMaster MGB - RH, w/o extension, w/ clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM400-LH,"SwingMaster MGB - LH, w/o extension, w/ clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM405-RH,"SwingMaster MGB - RH, w/o extension, w/ clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM405-LH,"SwingMaster MGB - LH, w/o extension, w/ clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM450-RH,"SwingMaster MGB - RH, w/ extension, w/ clutch; w/ std spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM450-LH,"SwingMaster MGB - LH, w/ extension, w/ clutch; w/ std spring, Rebuilt,CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM455-RH,"SwingMaster MGB - RH, w/ extension, w/ clutch; w/ lite spring, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
SM455-LH,"SwingMaster MGB - LH, w/ extension, w/ clutch; w/ lite spring, Rebuilt,CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,19
R30-02-101,"SwingMaster Motor, Swing motor; includes coupler half, Rebuilt CORE DUE",EACH,,170.0,Switches & Miscellaneous Items,,Core charge due,19
COUPLER,"Spider Coupler, Rubber spider coupler for motor. New, not rebuilt",EACH,,10.6,Switches & Miscellaneous Items,,,19
R21-02-002,Electra Control CSD 110 Master,EACH,,112.0,Switches & Miscellaneous Items,,,19
MA50200-C34,"Condor 2 Slide Combo, Control & MGB, Door Control DC1, Zero Offset REV A",EACH,,948.0,Switches & Miscellaneous Items,,,19
MA50200-C34E,"Condor 2 Slide Combo,Cntrl & MGB w/Fail Safe Elock,Door Cntrl DC1,Zero Offset REV A LONG BRKT REQ W/OEM AMD & GT1100-NOTE IF ORDER REQ OR DOESNT REQ LNG BRKT",EACH,,1233.0,Switches & Miscellaneous Items,,,19
MA50200-C34U,"Condor 2 Slide Combo,Cntrl & MGB w/Fail Sec.Elock,Door Cntrl DC1,Zero Offset REV A LONG BRKT REQ W/ OEM AMD & GT1100-NOTE IF ORDER REQ OR DOESN'T REQ LNG BRKT",EACH,,1233.0,Switches & Miscellaneous Items,,,19
MA50100-M34,"Condor Slide MGB, Door Control DC1, Zero Offset REV A",EACH,,502.0,Switches & Miscellaneous Items,,,19
MA50100-M34E,"Condor Slide MGB w/ Fail Safe ELock, Door Control DC1, Zero Offset REV A *LONG BRACKET REQ W/ OEM AMD & GT1100*-NOTE IF ORDER REQ OR DOESN'T REQ LNG BRKT",EACH,,789.0,Switches & Miscellaneous Items,,,19
MA50100-M34U,"Condor Slide MGB w/Fail Secure ELock, Door Control DC1, Zero Offset REV A *LONG BRACKET REQ W/ OEM AMD & GT1100* NOTE IF ORDER REQ OR DOESN'T REQ LNG BRKT",EACH,,789.0,Switches & Miscellaneous Items,,,19
MA70593,"DC-1, KM1100, Belt, 10mm (3/8 inch) wide, price per inch",FEET,,0.85,Switches & Miscellaneous Items,,,19
MA50100-12,"Condor w/ SmrtHrn 96K I, Condor Universal Slide Control, w/ 96K I Smart Harness",EACH,,502.0,Switches & Miscellaneous Items,,,20
84657-400,"96K II Slide Control, 115Vac slide door control w/ a digital display, Rebuilt CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,20
96010-400,"96K Slide Control, Slide door control w/ potentiometers, Rebuilt CORE DUE",EACH,,274.0,Switches & Miscellaneous Items,,Core charge due,20
MA50200-C12,"Condor 2 Slide Combo, Control & MGB, Dor-O-Matic 96K I & II, REV A",EACH,,948.0,Switches & Miscellaneous Items,,,20
MA50200-C12E,"Condor 2 Slide Combo, Control & MGB w/Fail Safe Elock, Dor-O-Matic 96K I & II REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,20
MA50200-C12U,"Condor 2 Slide Combo, Control & MGB w/Fail Secure Elock, Dor-O-Matic 96K I & II REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,20
MA50100-M12,"Condor Slide MGB, Dor-O-Matic/LCN 96K I & II REV A",EACH,,502.0,Switches & Miscellaneous Items,,,20
MA50100-M12E,"Condor Slide MGB w/Fail Safe ELock, Dor-o-matic 96K I & II, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,20
MA50100-M12U,"Condor Slide MGB w/Fail Secure ELock, Dor-o-matic 96K I & II, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,20
96175-400,"96K Slide Motor/Gearbox, 24Vdc slide door motor/gearbox w/ pulley. Green or black plug type screw terminals, Rebuilt CORE DUE",EACH,,353.0,Switches & Miscellaneous Items,,Core charge due,20
84456-400,"96K II Slide MGB, 24Vdc slide door motor/gearbox w/ pulley. Black & white plug type terminals (no screws on terminals), Rebuilt CORE DUE",EACH,,353.0,Switches & Miscellaneous Items,,Core charge due,20
96005-400,"96K Slide Power Supply, 115Vac slide door power supply, Rebuilt CORE DUE",EACH,,68.0,Switches & Miscellaneous Items,,Core charge due,20
4204108946,96K & AstroSlide Bottom Pivot for Sliding Soors with Full Breakout,EACH,,56.0,Switches & Miscellaneous Items,,,21
96135R,"96K I Carrier Wheel, Brass spacer not included",EACH,,15.4,Switches & Miscellaneous Items,,,21
D96AR,"96K Anti-Riser Wheel, 96K only, not used on the 96K II",EACH,,47.0,Switches & Miscellaneous Items,,,21
MA84463-B,96K I BUMPER,EACH,,16.8,Switches & Miscellaneous Items,,,21
4204100092,"96K & AstroSlide Bottom Guide Plastic Block Only, Full Breakout",EACH,,15.4,Switches & Miscellaneous Items,,,21
4204108947,Door Pivot Aluminum Mounting Block Only. Full Breakout.,EACH,,19.2,Switches & Miscellaneous Items,,,21
96537,96K II Carrier Wheel w/ 2 Bearings,EACH,,15.4,Switches & Miscellaneous Items,,,21
MA50200-14,"Condor 2 w/ SmrtHrn AstroSlide, Condor Universal Slide Control, w/ AstroSlide Smart Harness",EACH,,502.0,Switches & Miscellaneous Items,,,22
70598-400,"AstroSlide Control, 115Vac slide door control. Used with dunker motor, Rebuilt, CORE DUE",EACH,,317.0,Switches & Miscellaneous Items,,Core charge due,22
70596-400,"AstroSlide Control, 115Vac slide door control, Rebuilt, CORE DUE",EACH,,271.0,Switches & Miscellaneous Items,,Core charge due,22
70588-400,"AstroSlide Control, 115Vac slide door control, Rebuilt, CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,22
70587-400,"AstroSlide Control, 115Vac slide door control, Rebuilt, CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,22
70586-400,"AstroSlide Control, 115Vac slide door control, Rebuilt, CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,22
70585-400,"AstroSlide Control, 115Vac slide door control, Rebuilt, CORE DUE",EACH,,260.0,Switches & Miscellaneous Items,,Core charge due,22
4204102971,Breaker for DOM AstroSlide Control,EACH,,25.6,Switches & Miscellaneous Items,,,22
MA50200-C14,"Condor 2 Slide Combo, Control & MGB, Dor-O-Matic Astro Slide, REV A",EACH,,948.0,Switches & Miscellaneous Items,,,23
MA50200-C14E,"Condor 2 Slide Combo, Control & MGB w/Fail Safe Elock, Dor-O-Matic Astro Slide, REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,23
MA50200-C14U,"Condor 2 Slide Combo, Control & MGB w/Fail Secure Elock, Dor-O-Matic Astro Slide REV A",EACH,,1233.0,Switches & Miscellaneous Items,,,23
MA50100-M14,"Condor Slide MGB, Dor-O-Matic/LCN AstroSlide, REV A",EACH,,502.0,Switches & Miscellaneous Items,,,23
MA50100-M14E,"Condor Slide MGB w/Fail Safe ELock, Dor-O-Matic/LCN AstroSlide, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,23
MA50100-M14U,"Condor Slide MGB w/Fail Secure ELock, Dor-O-Matic/LCN AstroSlide, REV A",EACH,,789.0,Switches & Miscellaneous Items,,,23
96991-400,"AstroSlide Motor/Gearbox, Slide door motor & gearbox for belt drives. Includes motor encoder, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,23
72620-400,"AstroSlide Motor/Gearbox, Slide door motor & gearbox for belt drives. Includes motor encoder, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,23
72188-400,"AstroSlide Motor/Gearbox, Slide door motor & gearbox for chain drives. Includes motor encoder, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,23
72615-400,"Doromatic/LCN AstroSlide Gearbox, Belt, Rebuilt, CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,23
70026-400,"AstroSlide Chain Gearbox Only. Slide gearbox for chain drives. REBUILT, CORE DUE",EACH,,209.0,Switches & Miscellaneous Items,,Core charge due,23
72187-400,"Astro Slide Motor Rebuilt, CORE DUE",EACH,,209.0,Switches & Miscellaneous Items,,Core charge due,23
75010-400,"AstroSlide Electric Lock, Fail-Secure, 12Vac slide door electric lock, Rebuilt, CORE DUE",EACH,,397.0,Switches & Miscellaneous Items,,Core charge due,24
75030-400,"AstroSlide Electric Lock, Fail-Safe, 12Vac slide door electric lock, Rebuilt, CORE DUE",EACH,,397.0,Switches & Miscellaneous Items,,Core charge due,24
85310-400,"AstroSlide Beam Control, 12Vac IR beam master control, Rebuilt CORE DUE",EACH,,133.0,Switches & Miscellaneous Items,,Core charge due,24
4204109746,"AstroSlide Carriage Wheel, Nylon carriage wheel with bushing",EACH,,50.0,Switches & Miscellaneous Items,,,25
4204105090,"AstroSlide Sliding Stop, Sliding door full-open stop with bumper.",EACH,,24.3,Switches & Miscellaneous Items,,,25
MA506-HS03,"Condor Universal Swing Control, High Energy, includes harnesses for Doromatic Astro/Sr/Mid - SINGLE w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,26
MA506-HP03,"Condor Universal Swing Control, High Energy, includes harnesses for Doromatic Astro/Sr/Mid - PAIR w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,26
MA506-WS03,"Condor Swing Control Harness, Doromatic Astro/Sr./Mid - SINGLE w/encoder",EACH,,28.1,Switches & Miscellaneous Items,,,26
MA506-WP03,"Condor Swing Control Harness, Doromatic Astro/Sr./Mid - PAIR w/encoder",EACH,,43.0,Switches & Miscellaneous Items,,,26
MA506-HS04,"Condor Universal Swing Control, High Energy, includes harnesses for Doromatic Astro/Sr - SINGLE w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,26
MA506-HP04,"Condor Universal Swing Control, High Energy, includes harnesses for Doromatic Astro/Sr - PAIR w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,26
MA506-WS04,"Condor Swing Control Harness, Doromatic Astro/Sr. - SINGLE w/switches",EACH,,28.1,Switches & Miscellaneous Items,,,26
MA506-WP04,"Condor Swing Control Harness, Doromatic Astro/Sr. - PAIR w/switches",EACH,,43.0,Switches & Miscellaneous Items,,,26
R710166-00,"Astro Swing Control, 115Vac high energy control. Digital Display, Rebuilt ""NO LONGER AVAILABLE"", CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,26
85425-400,"Astro Swing Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,26
85420-400,"Astro Swing Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,271.0,Switches & Miscellaneous Items,,Core charge due,26
84580-400,"Astro Swing Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,26
84540-400,"Astro Swing Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,264.0,Switches & Miscellaneous Items,,Core charge due,26
81650-400,"Astro Swing Control, 115Vac High Energy Control. Rebuilt, OSBOLETE - sell 84580, if need switches, needs harness, CORE DUE",EACH,,232.0,Switches & Miscellaneous Items,,Core charge due,26
81002-401,"Astro/Senior RH Swg MGB, Swing right hand motor/gearbox with encoder, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,27
81002-402,"Dor-O-Matic Astro/Senior LH Swg MGB, Swing left hand motor/gearbox with encoder, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,27
81080-401,"Astro/Senior RH Swg GB, Swing right hand gearbox only, Rebuilt, CORE DUE",EACH,,246.0,Switches & Miscellaneous Items,,Core charge due,27
81080-402,"Astro/Senior LH Swg GB, Swing left hand gearbox only, Rebuilt, CORE DUE",EACH,,246.0,Switches & Miscellaneous Items,,Core charge due,27
81001-401,"Astro/Senior RH Swg MGB, Swing right hand motor/gearbox with cams/switches, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,27
81001-402,"Astro/Senior LH Swg MGB, Swing left hand motor/gearbox with cams/switches, Rebuilt, CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,27
81008-401,"Astro/Senior RH Swg GB, Swing right hand gearbox only with cams/switches, Rebuilt - SEE TECHS TO CONFIRM CAMS, CORE DUE",EACH,,246.0,Switches & Miscellaneous Items,,Core charge due,27
81008-402,"Astro/Senior LH Swg GB, Swing left hand gearbox only with cams/switches, Rebuilt - SEE TECHS TO CONFIRM CAMS **, CORE DUE",EACH,,246.0,Switches & Miscellaneous Items,,Core charge due,27
95992-401,"Astro/Sr RH Swg Motor, Swing right hand motor with encoder. Equivalent to 81560-401, Rebuilt CORE DUE",EACH,,209.0,Switches & Miscellaneous Items,,Core charge due,27
95992-402,"Astro/Sr LH Swg Motor, Swing left hand motor with encoder. Equivalent to 81560-402, Rebuilt CORE DUE",EACH,,209.0,Switches & Miscellaneous Items,,Core charge due,28
77155-400,"Sensor Rail Control, 115Vac sensor master control, Rebuilt, CORE DUE",EACH,,135.0,Switches & Miscellaneous Items,,Core charge due,28
87159-400,"Super Nova Sensor, 12Vac swing door sensor, Rebuilt CORE DUE",EACH,,260.0,Switches & Miscellaneous Items,,Core charge due,28
87129,"Super Nova Sensor Lens, Optical lens with UV & IR spec filtering. 48 x 1.14 new",EACH,,25.6,Switches & Miscellaneous Items,,,28
IR77710,DOM 15-Pin Harness for Astro/Sr./Mid Swing controls.,EACH,,32.0,Switches & Miscellaneous Items,,,28
MA506-LS03,"Condor Universal Swing Control, Low Energy, includes harnesses for Doromatic Astro/Sr/Mid - SINGLE w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,30
MA506-LP03,"Condor Universal Swing Control, Low Energy, includes harnesses for Doromatic Astro/Sr/Mid - PAIR w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,30
MA506-LS04,"Condor Universal Swing Control, Low Energy, includes harnesses for Doromatic Astro/Sr - SINGLE w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,30
MA506-LP04,"Condor Universal Swing Control, Low Energy, includes harnesses for Doromatic Astro/Sr - PAIR w/switches.",EACH,,502.0,Switches & Miscellaneous Items,,,30
MA85445U,"SM Control Box. Sr/Mid, One box for Senior & Mid Swings. Upgraded software, Rebuilt",EACH,,317.0,Switches & Miscellaneous Items,,,30
R710164-00,"Senior Swing Control, 115Vac low energy control, Digital Display, Rebuilt, CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,30
85445-400,"Senior Swing Control, 115Vac Low Energy Control, Rebuilt, CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,30
85440-400,"Senior Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE",EACH,,271.0,Switches & Miscellaneous Items,,Core charge due,30
84570-400,"Senior Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,30
84561-400,"Senior Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE, obsolete, replaced by 84570-400.",EACH,,264.0,Switches & Miscellaneous Items,,Core charge due,30
R710165-00,"IR LCN/Dor-O-Matic Mid Swing Control, 115Vac low energy control, Digital Display, Rebuilt, CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,32
85455-400,"Mid Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,32
85450-400,"Mid Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE",EACH,,271.0,Switches & Miscellaneous Items,,Core charge due,32
84590-400,"Mid Swing Control, 115Vac Low Energy Control, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,32
83803-401,"Mid RH Swg Motor/Gearbox, Swing right hand motor/gearbox with encoder. Upgraded with runaway brake, Rebuilt (Replaces 83800-401), CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,33
83803-402,"Mid LH Swg Motor/Gearbox, Swing left hand motor/gearbox with encoder. Upgraded with runaway brake, Rebuilt (Replaces 83800-402), CORE DUE",EACH,,345.0,Switches & Miscellaneous Items,,Core charge due,33
83810-401,"Mid RH Swing Gearbox, Swing right hand gearbox w/o encoder, Rebuilt - MUST SPECIFY SMALL BLACK ENCODER OR BIG WHITE ENCODER, CORE DUE",EACH,,281.0,Switches & Miscellaneous Items,,Core charge due,33
83810-402,"Mid LH Swing Gearbox, Swing left hand gearbox w/o encoder, Rebuilt CORE DUE (MUST SPECIFY SMALL BLACK ENCODER OR BIG WHITE ENCODER)",EACH,,281.0,Switches & Miscellaneous Items,,Core charge due,33
95993-401,"Mid RH Swg Motor w/ En, Swing right hand motor with encoder. Equvalent to 83815-401. Specify white or black encoder, Rebuilt CORE DUE",EACH,,253.0,Switches & Miscellaneous Items,,Core charge due,33
95993-402,"Mid LH Swing Motor w/ En, Swing left hand motor with encoder. Equvalent to 83815-402. Specify white or black encoder, Rebuilt CORE DUE",EACH,,253.0,Switches & Miscellaneous Items,,Core charge due,33
84585-400,"Astro Fold Control, 115Vac High Energy Control. Rebuilt CORE DUE - REPLACED BY 85430- 400, but needs special harness.",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,34
85435-400,"Astro Fold Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,288.0,Switches & Miscellaneous Items,,Core charge due,34
85430-400,"Astro Fold Control, 115Vac High Energy Control. Rebuilt CORE DUE",EACH,,271.0,Switches & Miscellaneous Items,,Core charge due,34
83801-401,"Astro Fold RH MGB, Folding right hand motor/gearbox with encoder, Rebuilt, CORE DUE",EACH,,397.0,Switches & Miscellaneous Items,,Core charge due,34
83801-402,"Astro Fold LH MGB, Folding left hand motor/gearbox with encoder, Rebuilt, CORE DUE",EACH,,397.0,Switches & Miscellaneous Items,,Core charge due,34
83080-401,"Astro Fold RH Swing GB, Folding right hand gearbox only, Rebuilt, CORE DUE",EACH,,281.0,Switches & Miscellaneous Items,,Core charge due,34
83080-402,"Astro Fold LH Swing GB, Folding left hand gearbox only, Rebuilt, CORE DUE",EACH,,281.0,Switches & Miscellaneous Items,,Core charge due,34
MA81930,"GB Pwr Spring for Condor Swg Operator, Swg gb extd life pwr spring. 50% more life then factory spring. Also fits Dor-O-Matic/LCN Astro,Senior,Mid Operators,New",EACH,,75.0,Switches & Miscellaneous Items,,,35
MA81982A,"Wheel Assembly for Condor Swing Pull Arm.Includes Wheel and O-Ring. Also fits Dor-O- Matic/LCN Astro, Senior, and Mid Operators. New",EACH,,11.6,Switches & Miscellaneous Items,,,35
95969-000,"Mid Swing Run-Away Brake, For old Mid-Swing operators sold without brakes. Creates a safer operator and will reduce closing speed",EACH,,25.6,Switches & Miscellaneous Items,,,35
MA40026,MGB Housing Grommet. Price each.,EACH,,2.56,Switches & Miscellaneous Items,,,36
DBC01,"DOM Gearbox Bearing Caps, Swing gearbox aluminum bearing caps. Complete set of four new caps. 3 small caps & 1 large cap",EACH,,10.4,Switches & Miscellaneous Items,,,36
MA81012,"Gearbox Cover Gasket, Swing gearbox cover gasket. 4.25 x 10.25",EACH,,6.5,Switches & Miscellaneous Items,,,36
MA95997,"Gearbox Motor Gasket, Swing gearbox motor gasket. 3 x 3.5 new",EACH,,7.9,Switches & Miscellaneous Items,,,36
81317,Dom 6 pin to 9 pin adaptor harness for Astro/Sr MGB with switches,EACH,,32.0,Switches & Miscellaneous Items,,,37
DBMKB01,"BMK Swing Drive Belt, Low energy belt - new. AKA Ascent",EACH,,28.8,Switches & Miscellaneous Items,,,38
99025-400,"BMK Control, Standard, 115,Vac low energy control with an enclosed housing measuring approximately 4 x 4 x 10. AKA Ascent, Rebuilt, CORE DUE",EACH,,10600.0,Switches & Miscellaneous Items,,Core charge due,38
95229-400,"BMK Control, Standard II, 115Vac low energy control with an open housing measuring approximately 4 x 4 x 10. AKA Ascent, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,38
95205-400,"BMK Control, Premier, 115Vac low energy control. AKA Ascent, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,38
95329-400,"BMK Cntl, Premier II, 115Vac low energy control with an open housing measuring approximately 4 x 4 x 10. AKA Ascent, Rebuilt CORE DUE",EACH,,267.0,Switches & Miscellaneous Items,,Core charge due,38
MA506-LS11,"Condor Universal Swing Control, Low Energy, includes harnesses for Dorma ED 400 - SINGLE w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,40
MA506-LP11,"Condor Universal Swing Control, Low Energy, includes harnesses for Dorma ED 400- PAIR w/encoder.",EACH,,502.0,Switches & Miscellaneous Items,,,40
